id,.site.name,.group,had.read,load,lkl,eff.split,count.eff,count.hard,badness,importance,end.num,tempt,excluded,n.excl
255,Eotvos,c.dissimilar,0,0,4,NA,NA,NA,7,8,NA,1,0,7
256,Eotvos,c.dissimilar,1,1,2,2,8,8,4,3,549,0,0,7
257,Eotvos,c.dissimilar,0,1,4,3,7,5,9,7,549,1,0,7
258,Eotvos,c.dissimilar,1,1,4,3,7,7,9,9,539,0,0,7
259,Eotvos,c.dissimilar,0,0,5,NA,NA,NA,8,10,NA,1,0,7
260,Eotvos,c.dissimilar,1,0,0,NA,NA,NA,3,5,NA,0,0,7
261,Eotvos,c.dissimilar,1,0,2,NA,NA,NA,7,7,NA,0,0,7
262,Eotvos,c.dissimilar,0,0,5,NA,NA,NA,10,5,NA,1,0,7
263,Eotvos,c.dissimilar,0,0,7,NA,NA,NA,10,8,NA,1,0,7
264,Eotvos,c.dissimilar,0,1,7,4,6,4,4,6,524,1,0,7
265,Eotvos,c.dissimilar,1,1,3,4,7,7,4,8,504,0,0,7
267,Eotvos,c.dissimilar,1,0,0,NA,NA,NA,8,10,NA,0,0,7
268,Eotvos,c.dissimilar,0,1,2,4,7,2,6,6,522,1,0,7
269,Eotvos,c.dissimilar,0,0,3,NA,NA,NA,6,7,NA,1,0,7
270,Eotvos,c.dissimilar,0,1,5,4,4,2,10,7,553,1,0,7
271,Eotvos,c.dissimilar,1,1,0,3,8,9,2,9,542,0,0,7
272,Eotvos,c.dissimilar,1,0,5,NA,NA,NA,10,9,NA,0,0,7
273,Eotvos,c.dissimilar,0,0,4,NA,NA,NA,10,9,NA,1,0,7
274,Eotvos,c.dissimilar,0,0,3,NA,NA,NA,5,7,NA,1,0,7
275,Eotvos,c.dissimilar,1,0,3,NA,NA,NA,6,9,NA,0,0,7
276,Eotvos,c.dissimilar,1,1,4,4,7,10,3,5,543,0,0,7
277,Eotvos,c.dissimilar,0,1,2,5,8,4,8,8,531,1,0,7
278,Eotvos,c.dissimilar,1,1,8,6,10,9,8,6,527,0,0,7
279,Eotvos,c.dissimilar,1,0,5,NA,NA,NA,8,10,NA,0,0,7
280,Eotvos,c.dissimilar,0,1,8,4,8,7,8,7,522,1,0,7
281,Eotvos,c.dissimilar,0,1,2,1,3,9,10,9,522,1,0,7
282,Eotvos,c.dissimilar,1,0,2,NA,NA,NA,8,8,NA,0,0,7
283,Eotvos,c.dissimilar,1,1,2,3,8,6,9,6,531,0,0,7
284,Eotvos,c.dissimilar,0,0,0,NA,NA,NA,2,5,NA,1,0,7
285,Eotvos,c.dissimilar,0,0,7,NA,NA,NA,6,4,NA,1,0,7
286,Eotvos,c.dissimilar,1,0,3,NA,NA,NA,8,7,NA,0,0,7
287,Eotvos,c.dissimilar,0,1,8,4,8,10,6,6,552,1,0,7
288,Eotvos,c.dissimilar,1,0,1,NA,NA,NA,9,2,NA,0,0,7
289,Eotvos,c.dissimilar,1,1,2,4,7,5,2,8,540,0,0,7
290,Eotvos,c.dissimilar,1,1,6,2,7,8,8,5,534,0,0,7
291,Eotvos,c.dissimilar,0,0,6,NA,NA,NA,10,9,NA,1,0,7
